type,group_id,category_id,category_name,category_type,rule_id,rule_name,message,error_type
group,5,GRAMMAR,Grammar,grammar,MASS_AGREEMENT,Agreement: Mass/singular noun + non-third person verb,Possible agreement error - use third-person verb forms for singular and mass nouns: .,
group,6,GRAMMAR,Grammar,grammar,MASS_AGREEMENT,Agreement: Mass/singular noun + non-third person verb,Consider using third-person verb forms for singular and mass nouns: .,
group,7,GRAMMAR,Grammar,grammar,MASS_AGREEMENT,Agreement: Mass/singular noun + non-third person verb,Consider using third-person verb forms for singular and mass nouns: .,
group,8,GRAMMAR,Grammar,grammar,MASS_AGREEMENT,Agreement: Mass/singular noun + non-third person verb,Possible agreement error - use third-person verb forms for singular and mass nouns: .,
group,9,GRAMMAR,Grammar,grammar,MASS_AGREEMENT,Agreement: Mass/singular noun + non-third person verb,Possible agreement error - use third-person verb forms for singular and mass nouns: .,
group,10,GRAMMAR,Grammar,grammar,MASS_AGREEMENT,Agreement: Mass/singular noun + non-third person verb,Possible agreement error - use third-person verb forms for singular and mass nouns: .,
group,11,GRAMMAR,Grammar,grammar,MASS_AGREEMENT,Agreement: Mass/singular noun + non-third person verb,Possible agreement error - use third-person verb forms for singular and mass nouns: .,
group,0,GRAMMAR,Grammar,grammar,RELATIVE_CLAUSE_AGREEMENT,Agreement of relative pronoun 'who' and verb,"Did you mean ? Alternatively, check whether the singular of '\1' should be used.",
group,0,GRAMMAR,Grammar,grammar,PERS_PRONOUN_AGREEMENT_SENT_START,Agreement: 'I is / you is / ... ' (at sentence start only),Did you mean am?,
group,1,GRAMMAR,Grammar,grammar,PERS_PRONOUN_AGREEMENT_SENT_START,Agreement: 'I is / you is / ... ' (at sentence start only),Did you mean am or ate?,
group,2,GRAMMAR,Grammar,grammar,PERS_PRONOUN_AGREEMENT_SENT_START,Agreement: 'I is / you is / ... ' (at sentence start only),Did you mean was?,
group,3,GRAMMAR,Grammar,grammar,PERS_PRONOUN_AGREEMENT_SENT_START,Agreement: 'I is / you is / ... ' (at sentence start only),Use second person verb with 'you': are or were.,
group,4,GRAMMAR,Grammar,grammar,PERS_PRONOUN_AGREEMENT_SENT_START,Agreement: 'I is / you is / ... ' (at sentence start only),Use third-person verb with '':  or was.,
group,5,GRAMMAR,Grammar,grammar,PERS_PRONOUN_AGREEMENT_SENT_START,Agreement: 'I is / you is / ... ' (at sentence start only),"Use first person plural verb with 'we': are, were.",
group,6,GRAMMAR,Grammar,grammar,PERS_PRONOUN_AGREEMENT_SENT_START,Agreement: 'I is / you is / ... ' (at sentence start only),"Use third-person plural verb with 'they': are, were.",
group,0,GRAMMAR,Grammar,grammar,TO_NON_BASE,'to' + non-base form,"The verb after ""to"" should be in the base form: .",
group,1,GRAMMAR,Grammar,grammar,TO_NON_BASE,'to' + non-base form,Did you mean ?,
group,2,GRAMMAR,Grammar,grammar,TO_NON_BASE,'to' + non-base form,Did you mean ?,
group,3,GRAMMAR,Grammar,grammar,TO_NON_BASE,'to' + non-base form,Did you mean \1 ?,
group,0,GRAMMAR,Grammar,grammar,MANY_FEW_UNCOUNTABLE,"'many/few' + uncountable noun, e.g. 'many (much) food'",Use much or little with uncountable nouns.,
group,1,GRAMMAR,Grammar,grammar,MANY_FEW_UNCOUNTABLE,"'many/few' + uncountable noun, e.g. 'many (much) food'",Use much or little with uncountable nouns.,
group,0,GRAMMAR,Grammar,grammar,A_UNCOUNTABLE,Articles: a + uncountable noun,Uncountable nouns are usually not used with an indefinite article. Use simply \2.,
group,1,GRAMMAR,Grammar,grammar,A_UNCOUNTABLE,Articles: a + uncountable noun,Uncountable nouns are usually not used with an indefinite article. Use simply \2.,
group,2,GRAMMAR,Grammar,grammar,A_UNCOUNTABLE,Articles: a + uncountable noun,Uncountable nouns are usually not used with an indefinite article. Use simply \2 \3.,
group,3,GRAMMAR,Grammar,grammar,A_UNCOUNTABLE,Articles: a + uncountable noun,Uncountable nouns are usually not used with an indefinite article. Use simply \2 \3.,
group,4,GRAMMAR,Grammar,grammar,A_UNCOUNTABLE,Articles: a + uncountable noun,Uncountable nouns are usually not used with an indefinite article. Use simply \2 \3 \4.,
group,5,GRAMMAR,Grammar,grammar,A_UNCOUNTABLE,Articles: a + uncountable noun,Uncountable nouns are usually not used with an indefinite article. Use simply \2 \3 \4.,
single,,GRAMMAR,Grammar,grammar,MOST_SOME_OF_NNS,Articles: 'most/some of' + plural noun,"After '\1 of', you should use 'the' (\1 \2 the \3) or simply say \1 \3.",
group,0,GRAMMAR,Grammar,grammar,HAVE_A_BREAKFAST,Articles before nouns used normally without them,"When we speak of types of meals, the article is not required: \1 \3.",
group,1,GRAMMAR,Grammar,grammar,HAVE_A_BREAKFAST,Articles before nouns used normally without them,"When we speak of types of meals, the article is not required: \2 \4.",
group,2,GRAMMAR,Grammar,grammar,HAVE_A_BREAKFAST,Articles before nouns used normally without them,"When we speak of types of meals, the article is not required: \2 \4.",
group,0,GRAMMAR,Grammar,grammar,IN_1990s,Missing definite article in the date,,
group,1,GRAMMAR,Grammar,grammar,IN_1990s,Missing definite article in the date,The article is probably missing here:  the .,
group,2,GRAMMAR,Grammar,grammar,IN_1990s,Missing definite article in the date,The article is probably missing here:  the .,
single,,GRAMMAR,Grammar,grammar,IN_PAST,Missing definite article referring to a time period,Did you mean:  the ?,
group,0,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,1,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,2,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,3,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,4,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,5,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,6,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,7,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,8,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:   .,
group,9,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,10,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:   .,
group,11,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,12,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,13,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,14,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,15,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,16,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,17,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,18,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,19,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,20,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,21,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,22,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article is probably missing before the noun: .,
group,23,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article is probably missing before the noun: .,
group,24,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,25,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,26,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,27,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun: .,
group,28,GRAMMAR,Grammar,grammar,ARTICLE_MISSING,Articles: article missing before a countable noun,The article might be missing before the noun:  .,
group,0,GRAMMAR,Grammar,grammar,ALLOW_TO,'allow' + 'to' + infinitive,,
group,1,GRAMMAR,Grammar,grammar,ALLOW_TO,'allow' + 'to' + infinitive,"Did you mean ? Or maybe you should add a pronoun? In active voice, '' + 'to' takes an object, usually a pronoun.",
group,2,GRAMMAR,Grammar,grammar,ALLOW_TO,'allow' + 'to' + infinitive,"Did you mean ? Or maybe you should add a pronoun? In active voice, 'allow' + 'to' takes an object, usually a pronoun.",
group,0,GRAMMAR,Grammar,grammar,AFFORD_VBG,"'afford', 'choose', 'deserve', 'pretend', 'learn', 'strive' and 'struggle' used with gerund instead of infinitive","If '\1' is used as a verb, it usually requires the infinitive: to .",
group,1,GRAMMAR,Grammar,grammar,AFFORD_VBG,"'afford', 'choose', 'deserve', 'pretend', 'learn', 'strive' and 'struggle' used with gerund instead of infinitive","If '\1' is used as a verb, it usually requires the infinitive: to .",
group,0,GRAMMAR,Grammar,grammar,ADMIT_ENJOY_VB,"'admit', 'appreciate', 'avoid', 'enjoy' etc. with a base form of a verb",,
group,1,GRAMMAR,Grammar,grammar,ADMIT_ENJOY_VB,"'admit', 'appreciate', 'avoid', 'enjoy' etc. with a base form of a verb",The verb '\1' is used with the gerund form:  .,
group,2,GRAMMAR,Grammar,grammar,ADMIT_ENJOY_VB,"'admit', 'appreciate', 'avoid', 'enjoy' etc. with a base form of a verb",The verb '\1' is used with the gerund form:  .,
group,3,GRAMMAR,Grammar,grammar,ADMIT_ENJOY_VB,"'admit', 'appreciate', 'avoid', 'enjoy' etc. with a base form of a verb",The verb '\1' is used with the gerund form:  .,
group,4,GRAMMAR,Grammar,grammar,ADMIT_ENJOY_VB,"'admit', 'appreciate', 'avoid', 'enjoy' etc. with a base form of a verb",The verb '\1' is used with the gerund form:   .,
group,5,GRAMMAR,Grammar,grammar,ADMIT_ENJOY_VB,"'admit', 'appreciate', 'avoid', 'enjoy' etc. with a base form of a verb","In the grammatical structure 'pronoun + be/get + used + to + verb', the verb '\3' is used with the gerund:   .",
group,6,GRAMMAR,Grammar,grammar,ADMIT_ENJOY_VB,"'admit', 'appreciate', 'avoid', 'enjoy' etc. with a base form of a verb","In the grammatical structure 'pronoun + be/get + used + to + verb', the verb '\4' is used with the gerund:   .",
group,7,GRAMMAR,Grammar,grammar,ADMIT_ENJOY_VB,"'admit', 'appreciate', 'avoid', 'enjoy' etc. with a base form of a verb","In the grammatical structure 'look + forward + to + verb', the verb '\3' is used with the gerund:  .",
group,0,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",Verbs 'advise' and 'remind' are used with infinitive: to .,
group,1,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",Verbs 'advise' and 'remind' are used with infinitive: to .,
group,2,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",Verbs 'advise' and 'remind' are used with infinitive: to .,
group,3,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",Verbs 'advise' and 'remind' are used with infinitive: to .,
group,4,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",The verb 'help' is used with infinitive: to  or .,
group,5,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",The verb 'help' is used with infinitive: to .,
group,6,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",The verb 'help' is used with infinitive: to .,
group,7,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",The verb 'help' is used with infinitive: to  or .,
group,8,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",The verb 'help' is used with infinitive: to  or .,
group,9,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",The verb 'help' is used with infinitive: to .,
group,10,GRAMMAR,Grammar,grammar,ADVISE_VBG,"'advise', 'help' and 'remind' used with gerund instead of infinitive",The verb 'help' is used with infinitive: to .,
group,0,GRAMMAR,Grammar,grammar,PROGRESSIVE_VERBS,"Progressive forms of non-progressive verbs (doubt, believe, understand)",The verb '\3' is normally not used in the progressive form. Try a simple form instead.,
group,1,GRAMMAR,Grammar,grammar,PROGRESSIVE_VERBS,"Progressive forms of non-progressive verbs (doubt, believe, understand)",The verb '\3' is normally not used in the progressive form. Try a simple form instead.,
group,0,GRAMMAR,Grammar,grammar,THIS_NNS,'this' vs. 'these',Did you mean these?,
group,1,GRAMMAR,Grammar,grammar,THIS_NNS,'this' vs. 'these',Did you mean this  or  ?,
group,2,GRAMMAR,Grammar,grammar,THIS_NNS,'this' vs. 'these',Did you mean these?,
group,3,GRAMMAR,Grammar,grammar,THIS_NNS,'this' vs. 'these',Did you mean this?,
single,,GRAMMAR,Grammar,grammar,A_MUCH_NN1,"Superfluous article before 'much', e.g. 'a much work'","Maybe you should omit the article 'a', leaving only much.",
single,,GRAMMAR,Grammar,grammar,SUPERLATIVE_THAN,"SUPERLATIVE + THAN, e.g. worst (worse) than",Use  to make a comparison with this adjective.,
single,,GRAMMAR,Grammar,grammar,THE_WORSE_OF,"THE + RELATIVE + OF, e.g. the worse (worst) of",Use  if you mean to express an extreme with this adjective.,
single,,GRAMMAR,Grammar,grammar,MOST_SUPERLATIVE,No 'more' or 'most' before superlatives,Use only \2 (without '\1') when you use the superlative.,
group,0,GRAMMAR,Grammar,grammar,MOST_COMPARATIVE,No 'more' or 'most' before comparatives,Use only \2 (without '\1') when you use the comparative.,
group,1,GRAMMAR,Grammar,grammar,MOST_COMPARATIVE,No 'more' or 'most' before comparatives,Use only \2 (without '\1') when you use the comparative.,
single,,GRAMMAR,Grammar,grammar,LESS_COMPARATIVE,'less' before comparative or superlative,Non-standard use of the comparative or superlative. Did you mean  ?,
single,,GRAMMAR,Grammar,grammar,LEAST_COMPARATIVE,'least' before comparative or superlative,Non-standard use of the comparative or superlative. Did you mean  ?,
group,0,GRAMMAR,Grammar,grammar,THE_SUPERLATIVE,Zero or indefinite article ('a'/'an') before superlatives,,
group,1,GRAMMAR,Grammar,grammar,THE_SUPERLATIVE,Zero or indefinite article ('a'/'an') before superlatives,,
group,2,GRAMMAR,Grammar,grammar,THE_SUPERLATIVE,Zero or indefinite article ('a'/'an') before superlatives,Use the with the superlative.,
group,3,GRAMMAR,Grammar,grammar,THE_SUPERLATIVE,Zero or indefinite article ('a'/'an') before superlatives,A determiner is probably missing here: \1 the \2.,
group,4,GRAMMAR,Grammar,grammar,THE_SUPERLATIVE,Zero or indefinite article ('a'/'an') before superlatives,A determiner is probably missing here: \1 the \2.,
group,5,GRAMMAR,Grammar,grammar,THE_SUPERLATIVE,Zero or indefinite article ('a'/'an') before superlatives,A determiner is probably missing here: \1 the \2.,
group,0,GRAMMAR,Grammar,grammar,DID_BASEFORM,Non-infinitive verb after modal verbs,The verb '' requires the base form of the verb: ,
group,1,GRAMMAR,Grammar,grammar,DID_BASEFORM,Non-infinitive verb after modal verbs,The verb '' requires the base form of the verb: ,
group,2,GRAMMAR,Grammar,grammar,DID_BASEFORM,Non-infinitive verb after modal verbs,The verb '' requires base form of the verb: ,
group,3,GRAMMAR,Grammar,grammar,DID_BASEFORM,Non-infinitive verb after modal verbs,The verb ''t' requires base form of this verb: ,
single,,GRAMMAR,Grammar,grammar,MUST_HAVE_TO,'must to' instead of 'have to',"After 'must', the verb is used without 'to'. Probably, you should use must or have to here.",
single,,GRAMMAR,Grammar,grammar,AS_ADJ_AS,Comparison with 'as',Comparison is written 'as \2 as'.,
single,,GRAMMAR,Grammar,grammar,THE_SAME_AS,Comparison with 'the same ... as',Comparison is written 'the same ... as'.,
single,,GRAMMAR,Grammar,grammar,EAGER_TO,Non-infinitive verb with 'eager to...',"With 'eager to', use the base form of the verb: .",
group,0,GRAMMAR,Grammar,grammar,COMP_THAN,"Comparison with 'than', e.g. 'bigger then (than)'","Comparison requires than, not 'then' nor 'as'.",
group,1,GRAMMAR,Grammar,grammar,COMP_THAN,"Comparison with 'than', e.g. 'bigger then (than)'","Comparison requires than, not 'then' nor 'as'.",
group,2,GRAMMAR,Grammar,grammar,COMP_THAN,"Comparison with 'than', e.g. 'bigger then (than)'","Comparison requires than, not 'then' nor 'as'.",
single,,GRAMMAR,Grammar,grammar,USE_TO_VERB,Missing past tense for 'used to...',Did you mean used?,
single,,GRAMMAR,Grammar,grammar,MORE_A_JJ,Word order: 'more a ...' instead of 'a more ...',Did you mean a more \3?,
single,,GRAMMAR,Grammar,grammar,ORDER_OF_WORDS_WITH_NOT,wrong order of words,Please check the order of words and the punctuation of this sentence!,
group,0,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,,
group,1,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun '' must be used with a non-third-person form of a verb: ,
group,2,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun '' must be used with a non-third-person form of a verb: ,
group,3,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun '' must be used with a non-third-person form of a verb: n,
group,4,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun '' must be used with a non-third-person form of a verb: ,
group,5,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun '' must be used with a non-third-person form of a verb: n,
group,6,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun \3 must be used with Have.,
group,7,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun \3 must be used with have.,
group,8,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun \3 must be used with Are.,
group,9,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun \3 must be used with Am.,
group,10,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun \3 must be used with are.,
group,11,GRAMMAR,Grammar,grammar,NON3PRS_VERB,Agreement error: Third person verb with a non-third person pronoun,The pronoun \3 must be used with am.,
single,,GRAMMAR,Grammar,grammar,OUGHT_SAY,ought + infinitive (ought to + infinitive),Did you mean \1 to \2?,
single,,GRAMMAR,Grammar,grammar,NOTHING_SUCH_AS,to be nothing such as (to be no such thing as),Did you mean \1 no such thing as?,
group,0,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,,
group,1,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,"The pronoun '' is usually used with a third-person or a past tense verb: , .",
group,2,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,"The pronoun '' is usually used with a third-person or a past tense verb: n, n.",
group,3,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,"The pronoun '' is usually used with a third-person or a past tense verb: , .",
group,4,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,"The pronoun '' is usually used with a third-person or a past tense verb: , .",
group,5,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,"The pronoun '' is usually used with a third-person or a past tense verb: , .",
group,6,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,"With the word '' in a subjunctive clause, use the base form of a verb: .",
group,7,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,"With the word '' in a subjunctive clause, use the base form of a verb: .",
group,8,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,"The singular proper name '' must be used with a third-person or a past tense verb: , .",
group,9,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,The pronoun  must be used with .,
group,10,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,The singular proper name  must be used with .,
group,11,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,The pronoun  must be used with .,
group,12,GRAMMAR,Grammar,grammar,HE_VERB_AGR,Agreement error: Non-third person/past tense verb with 'he/she/it' or a pronoun,The singular proper name  must be used with .,
group,0,GRAMMAR,Grammar,grammar,PRP_PAST_PART,Agreement error: past participle without 'have',Possible grammatical error. You used a past participle without using any required verb ('be' or 'have'). Did you mean ?,
group,1,GRAMMAR,Grammar,grammar,PRP_PAST_PART,Agreement error: past participle without 'have',Did you mean have  or ?,
group,2,GRAMMAR,Grammar,grammar,PRP_PAST_PART,Agreement error: past participle without 'have',Did you mean  or be ?,
group,3,GRAMMAR,Grammar,grammar,PRP_PAST_PART,Agreement error: past participle without 'have',Did you mean \1 be or has \2?,
group,4,GRAMMAR,Grammar,grammar,PRP_PAST_PART,Agreement error: past participle without 'have',Did you mean ?,
single,,GRAMMAR,Grammar,grammar,EQUALLY_AS,equally as (equally),"Use either equally or as on its own. When comparing two nouns, use just as.",
group,0,GRAMMAR,Grammar,grammar,CANT_HELP_BUT,can't help but (can't help + gerund),,
group,1,GRAMMAR,Grammar,grammar,CANT_HELP_BUT,can't help but (can't help + gerund),This is sometimes considered a nonstandard phrase. Use .,
group,2,GRAMMAR,Grammar,grammar,CANT_HELP_BUT,can't help but (can't help + gerund),This is sometimes considered a nonstandard phrase. Use .,
single,,GRAMMAR,Grammar,grammar,IF_OR_NOT,if or not (whether or not),This is a non-standard phrase. Did you mean whether or not?,
single,,GRAMMAR,Grammar,grammar,KIND_OF_A,'kind/type/sort of a/an',Don't include '\3' after a classification term. Use simply \1 \2.,
single,,GRAMMAR,Grammar,grammar,REASON_IS_BECAUSE,'the reason... is because',Probably an incorrect phrase. Use 'the reason is that'.,
single,,GRAMMAR,Grammar,grammar,BECAUSE_OF_I,because of we (because we),Probable usage error. Use \1 \3 instead.,
single,,GRAMMAR,Grammar,grammar,BOTH_AS_WELL_AS,both... as well as (and),Probable usage error. Use and after 'both'.,
single,,GRAMMAR,Grammar,grammar,ACCORDING_TO_ME,according to me (in my opinion),This phrase can sound awkward in English. Consider using in my opinion or I think.,
group,0,GRAMMAR,Grammar,grammar,AFRAID_OF_HEIGHT,'afraid of' + singular,The noun should be probably in the plural form: .,
group,1,GRAMMAR,Grammar,grammar,AFRAID_OF_HEIGHT,'afraid of' + singular,The noun should be probably in the plural form: .,
group,2,GRAMMAR,Grammar,grammar,AFRAID_OF_HEIGHT,'afraid of' + singular,You probably should use this form here: the \3.,
group,0,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),You miss the verb here. You should rather write: \1'm \2.,
group,1,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),You miss the verb here. You should rather write: \1're \2.,
group,2,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),You miss the verb here. You should rather write: \1's \2.,
group,3,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),'\5' is not a verb. You should rather write: \1're not \5.,
group,4,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),'\5' is not a verb. You should rather write: \1'm not \5.,
group,5,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),'\5' is not a verb. You should rather write: \1's not \5.,
group,6,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),The adjective \1 is used with 'of': \1 of \2 \3.,
group,7,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),The adjective \1 is used with 'of': \1 of \2.,
group,8,GRAMMAR,Grammar,grammar,I_AFRAID,'I afraid of' (I'm afraid of),The adjective \1 is used with 'to': \1 to \2.,
single,,GRAMMAR,Grammar,grammar,DOES_XX_CAN,Wrong usage of modal verbs in questions,Possibly wrong usage of '\2' in the question. Did you mean: \4 \3.,
group,0,GRAMMAR,Grammar,grammar,THERE_S_MANY,Possible agreement error 'there's' + plural noun,Did you mean \1're \4?,
group,1,GRAMMAR,Grammar,grammar,THERE_S_MANY,Possible agreement error 'there's' + plural noun,Did you mean \1're \4 \5?,
group,2,GRAMMAR,Grammar,grammar,THERE_S_MANY,Possible agreement error 'there's' + plural noun,Did you mean \1 are \3?,
group,3,GRAMMAR,Grammar,grammar,THERE_S_MANY,Possible agreement error 'there's' + plural noun,Did you mean \1 are \3 \4?,
group,0,GRAMMAR,Grammar,grammar,THERE_RE_MANY,Possible agreement error 'there're' + singular noun,Did you mean ?,
group,1,GRAMMAR,Grammar,grammar,THERE_RE_MANY,Possible agreement error 'there're' + singular noun,Possible agreement error. Did you mean ?,
group,2,GRAMMAR,Grammar,grammar,THERE_RE_MANY,Possible agreement error 'there're' + singular noun,Possible agreement error. Did you mean ?,
group,0,GRAMMAR,Grammar,grammar,THERE_WAS_MANY,Possible agreement error 'there was' + plural noun,Did you mean \1 were \3?,
group,1,GRAMMAR,Grammar,grammar,THERE_WAS_MANY,Possible agreement error 'there was' + plural noun,Did you mean \1 were \3 \4?,
single,,GRAMMAR,Grammar,grammar,A_LOT_OF_NN,Possible agreement error: 'a lot/bunch/couple of' + singular countable noun,Possible agreement error. The noun  seems to be countable; consider using: a  of .,
single,,GRAMMAR,Grammar,grammar,LOTS_OF_NN,Possible agreement error: 'lots/plenty of' + singular countable noun,Possible agreement error. The noun  seems to be countable; consider using:  of .,
single,,GRAMMAR,Grammar,grammar,CD_NN,Possible agreement error: numeral + singular countable noun,"Possible agreement error. The noun '' seems to be countable, so consider using: .",
single,,GRAMMAR,Grammar,grammar,INCORRECT_POSSESSIVE_FORM_AFTER_A_NUMBER,Incorrect possessive form after a number,Incorrect singular possessive form after the number (\1). Did you mean s or s'?,
single,,GRAMMAR,Grammar,grammar,CD_DOZENS_OF,Plural form of numbers in 'two dozens of' (two dozen),Use a singular form of the numeral here:  .,
single,,GRAMMAR,Grammar,grammar,NODT_DOZEN,"Numeral (dozen, hundred, thousand, million) without a determiner or a number",Use a  or use a number before ''.,
