type,group_index,category_id,category_name,category_type,rule_id,rule_name,error_type,en_msg,zh_msg
group,3,GRAMMAR,Grammar,grammar,BETWEEN_PRP,between he and… (between him and…),,<message>Incorrect form of the pronoun '\2'. Use: <suggestion>\1 her</suggestion>.</message>,<message>代词'he'的错误形式。应该用: <suggestion>\1 him</suggestion> .</message>
group,0,GRAMMAR,Grammar,grammar,IN_WHO,Preposition + who (whom),,,
group,1,GRAMMAR,Grammar,grammar,IN_WHO,Preposition + who (whom),,<message>Did you mean <suggestion>whom</suggestion>?</message>,
group,2,GRAMMAR,Grammar,grammar,IN_WHO,Preposition + who (whom),,<message>Did you mean <suggestion>whom</suggestion>?</message>,
single,,GRAMMAR,Grammar,grammar,IF_WOULD_HAVE_VBN,if I would have (if I had),,<message>Did you mean <suggestion>had \4</suggestion>?</message>,<message>你是说 <suggestion>had \4</suggestion> 吗?</message>
group,0,GRAMMAR,Grammar,grammar,FEWER_LESS,fewer with countable nouns (less),,,
group,1,GRAMMAR,Grammar,grammar,FEWER_LESS,fewer with countable nouns (less),,<message>Did you mean <suggestion>fewer</suggestion>? The noun \2 is countable.</message>,
group,2,GRAMMAR,Grammar,grammar,FEWER_LESS,fewer with countable nouns (less),,<message>Did you mean <suggestion>fewer</suggestion>? The noun \2 is countable.</message>,
group,0,GRAMMAR,Grammar,grammar,DOES_YOU,does (do) I/you/we/they,,<message>Did you mean <suggestion>do</suggestion>? 'does' is only used for the third person singular (he/she/it).</message>,<message>你是说 <suggestion>do</suggestion> 吗? 只有在第三人称单数(he/she/it)时才使用'does'.</message>
group,1,GRAMMAR,Grammar,grammar,DOES_YOU,does (do) I/you/we/they,,<message>Did you mean <suggestion>do</suggestion>? 'does' is only used for the third person singular (he/she/it).</message>,<message>你是说 <suggestion>do</suggestion> 吗? 只有在第三人称单数(he/she/it)时才使用'does'.</message>
single,,GRAMMAR,Grammar,grammar,DO_VBZ,do you sings (sing),,"<message>Consider using the base form <suggestion><match no=""5"" postag=""VB"" /></suggestion>.</message>","<message>考虑用原形 <suggestion><match no=""5"" postag=""VB"" /></suggestion> .</message>"
single,,GRAMMAR,Grammar,grammar,MD_BE_NON_VBP,could/should/must be does (done),,"<message>Consider using the past participle <suggestion><match no=""3"" postag=""VBN"" /></suggestion>?</message>","<message>考虑用过去分词 <suggestion><match no=""3"" postag=""VBN"" /></suggestion> ?</message>"
single,,GRAMMAR,Grammar,grammar,DOES_NP_VBZ,'does' ... 3rd person verb (base verb),,"<message>Did you mean <suggestion><match no=""5"" postag=""VB"" /></suggestion>?</message>","<message>你是说 <suggestion><match no=""5"" postag=""VB"" /></suggestion> 吗?</message>"
single,,GRAMMAR,Grammar,grammar,SENT_START_DOE,Doe (Does),,<message>Did you mean <suggestion>Does</suggestion> or <suggestion>Do</suggestion>?</message>,
single,,GRAMMAR,Grammar,grammar,WHAT_VBZ,3rd person verb (base verb) after what/who,,"<message>Did you mean <suggestion><match no=""3"" postag=""VBZ"" /></suggestion>?</message>",
single,,GRAMMAR,Grammar,grammar,IT_VBZ,'it' + non-3rd person verb,,"<message>Did you mean <suggestion><match no=""4"" postag=""VBZ"" /></suggestion>?</message>","<message>你是说 <suggestion><match no=""4"" postag=""VBZ"" /></suggestion> 吗?</message>"
group,0,GRAMMAR,Grammar,grammar,DID_PAST,'did' with past tense verb,,"<message>Did you mean <suggestion><match no=""5"" postag=""VB"" /></suggestion>?</message>","<message>你是说 <suggestion><match no=""5"" postag=""VB"" /></suggestion> 吗?</message>"
group,1,GRAMMAR,Grammar,grammar,DID_PAST,'did' with past tense verb,,"<message>Did you mean <suggestion><match no=""5"" postag=""VBP"" postag_regexp=""yes"" /></suggestion>?</message>","<message>你是说 <suggestion><match no=""5"" postag=""VB"" /></suggestion> 吗?</message>"
group,0,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,,
group,1,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\2' is usually not used at the beginning of a sentence.</message>,
group,2,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\2' is usually not used at the beginning of a sentence.</message>,
group,3,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\2' is usually not used at the end of a sentence.</message>,
group,4,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\2' is usually put after the verb '\3'.</message>,
group,5,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\2' is usually put after the verb '\3'.</message>,
group,6,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\4' is usually put between '\1' and '\2'.</message>,
group,7,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\1' is usually put between '\2' and '\3'.</message>,
group,8,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\3' is usually put between '\1' and '\2'.</message>,
group,9,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\2' is usually put before the verb '\1'.</message>,
group,10,GRAMMAR,Grammar,grammar,ADVERB_WORD_ORDER,"Word order: Wrong position of adverb, e.g. 'Always I am happy. (I am always happy.)'",,<message>The adverb '\2' is usually put between '\3' and '\4'.</message>,
single,,GRAMMAR,Grammar,grammar,GOING_TO_VBD,Use of past form with 'going to ...',,"<message>'Going to' requires the base form: <suggestion><match no=""3"" postag=""VB"" /></suggestion></message>","<message>'Going to'后面要接动词原形: <suggestion><match no=""3"" postag=""VB"" /></suggestion> </message>"
group,0,GRAMMAR,Grammar,grammar,NON_ACTION_CONTINUOUS,Use of continuous form with non-action verbs,,"<message>The verb <match no=""3"" postag=""VB"" /> is usually not used with a continuous form, use the simple form instead.</message>","<message>动词 <match no=""3"" postag=""VB"" />通常不用进行时态，而是用一般时态。 </message>"
group,1,GRAMMAR,Grammar,grammar,NON_ACTION_CONTINUOUS,Use of continuous form with non-action verbs,,"<message>The verb <match no=""2"" postag=""VB"" /> is usually not used with a continuous form, use the simple form instead.</message>","<message>动词 <match no=""3"" postag=""VB"" />通常不用进行时态，而是用一般时态。 </message>"
group,2,GRAMMAR,Grammar,grammar,NON_ACTION_CONTINUOUS,Use of continuous form with non-action verbs,,"<message>The verb <match no=""2"" postag=""VB"" /> is usually not used with a continuous form, use the simple form instead.</message>","<message>动词 <match no=""3"" postag=""VB"" />通常不用进行时态，而是用一般时态。 </message>"
group,3,GRAMMAR,Grammar,grammar,NON_ACTION_CONTINUOUS,Use of continuous form with non-action verbs,,"<message>The verb <match no=""2"" postag=""VB"" /> is usually not used with a continuous form, use the simple form instead.</message>","<message>动词 <match no=""3"" postag=""VB"" />通常不用进行时态，而是用一般时态。 </message>"
single,,GRAMMAR,Grammar,grammar,ON_FIRST_GLANCE,on (at) first glance,,<message>Did you mean <suggestion>at</suggestion>?</message>,<message>你是说 <suggestion>at</suggestion> 吗?</message>
group,0,GRAMMAR,Grammar,grammar,DONT_NEEDS,don't ... 3rd person verb,,"<message>Did you mean <suggestion><match no=""4"" postag=""VB"" /></suggestion>?</message>","<message>你是说 <suggestion><match no=""4"" postag=""VB"" /></suggestion> 吗?</message>"
group,1,GRAMMAR,Grammar,grammar,DONT_NEEDS,don't ... 3rd person verb,,"<message>Did you mean <suggestion><match no=""3"" postag=""VB"" /></suggestion>?</message>","<message>你是说 <suggestion><match no=""4"" postag=""VB"" /></suggestion> 吗?</message>"
single,,GRAMMAR,Grammar,grammar,DOES_X_HAS,does ... 3rd person verb,,"<message>Did you mean <suggestion><match no=""3"" postag=""VB"" /></suggestion>? As 'do' is already inflected, the verb cannot also be inflected.</message>","<message>你是说 <suggestion><match no=""3"" postag=""VB"" /></suggestion> 吗? 'do'已经发生了词性变化，所以后面的动词不应该再有词性变化。 </message>"
single,,GRAMMAR,Grammar,grammar,A_RB_NN,Adverb instead of an adjective,,"<message>You used an adverb ('\2') instead an adjective, or a noun ('\3') instead of another adjective.</message>","<message>你要用副词('\2')而不是形容词, 或者名词('\3')而不是另一个形容词。</message>"
group,0,GRAMMAR,Grammar,grammar,WANT_THAT_I,want that I (want me to),,<message>Did you mean <suggestion>\1 me to</suggestion>?</message>,<message>你是说 <suggestion>\1 me to</suggestion> 吗?</message>
group,1,GRAMMAR,Grammar,grammar,WANT_THAT_I,want that I (want me to),,<message>Did you mean <suggestion>\1 you to</suggestion>?</message>,<message>你是说 <suggestion>\1 me to</suggestion> 吗?</message>
group,2,GRAMMAR,Grammar,grammar,WANT_THAT_I,want that I (want me to),,<message>Did you mean <suggestion>\1 him to</suggestion>?</message>,<message>你是说 <suggestion>\1 me to</suggestion> 吗?</message>
group,3,GRAMMAR,Grammar,grammar,WANT_THAT_I,want that I (want me to),,<message>Did you mean <suggestion>\1 her to</suggestion>?</message>,<message>你是说 <suggestion>\1 me to</suggestion> 吗?</message>
group,4,GRAMMAR,Grammar,grammar,WANT_THAT_I,want that I (want me to),,<message>Did you mean <suggestion>\1 us to</suggestion>?</message>,<message>你是说 <suggestion>\1 me to</suggestion> 吗?</message>
group,5,GRAMMAR,Grammar,grammar,WANT_THAT_I,want that I (want me to),,<message>Did you mean <suggestion>\1 them to</suggestion>?</message>,<message>你是说 <suggestion>\1 me to</suggestion> 吗?</message>
single,,GRAMMAR,Grammar,grammar,THE_SENT_END,Sentence ending with 'the' or 'a',,<message>Did you forget something after '\2'?</message>,<message>'\2'后面你是不是忘了加什么?</message>
single,,GRAMMAR,Grammar,grammar,THE_PUNCT,'The' or 'a' before a punctuation,,<message>Did you forget something after '\2'?</message>,<message>'\2'后面你是不是忘了加什么?</message>
single,,GRAMMAR,Grammar,grammar,PRP_RB_NO_VB,Verb missing after personal pronoun and adverb at beginning of sentence.,,<message>A verb is probably missing after '\3'.</message>,<message>'\3'后面很有可能少了一个动词.</message>
single,,GRAMMAR,Grammar,grammar,DONT_WILL,don't will (won't),,<message>Did you mean <suggestion>won't</suggestion>?</message>,<message>你是说 <suggestion>won't</suggestion> 吗?</message>
single,,GRAMMAR,Grammar,grammar,HELP_TO_FIND,help to find (help find),,<message>This phrase is probably grammatically incorrect. Write <suggestion>help \2 find</suggestion> instead.</message>,<message>这个短语很可能有语法错误。应该写成 <suggestion>help \2 find</suggestion> .</message>
group,0,GRAMMAR,Grammar,grammar,WAS_BEEN,was been (has been),,<message>Did you mean <suggestion>was</suggestion> or <suggestion>has been</suggestion>?</message>,<message>你是说 <suggestion>was</suggestion> or <suggestion>has been</suggestion> ?</message>
group,1,GRAMMAR,Grammar,grammar,WAS_BEEN,was been (has been),,<message>Did you mean <suggestion>was not</suggestion> or <suggestion>has not been</suggestion>?</message>,<message>你是说 <suggestion>was</suggestion> or <suggestion>has been</suggestion> ?</message>
group,2,GRAMMAR,Grammar,grammar,WAS_BEEN,was been (has been),,<message>Did you mean <suggestion>wasn't</suggestion> or <suggestion>hasn't been</suggestion>?</message>,<message>你是说 <suggestion>was</suggestion> or <suggestion>has been</suggestion> ?</message>
single,,GRAMMAR,Grammar,grammar,LETS_DONT,let's don't (let's not),,<message>Substandard usage of 'let'. The standard is: <suggestion>\1\2\3 not</suggestion>.</message>,<message>'let'的使用不规范。正确的应该是: <suggestion>\1\2\3 not</suggestion> .</message>
single,,GRAMMAR,Grammar,grammar,THESE_ONES,these/those ones (these/those),,<message>This phrase is probably grammatically incorrect. Write <suggestion>\1</suggestion> instead.</message>,<message>这个短语很可能有语法错误。应该写成 <suggestion>\1</suggestion> .</message>
single,,GRAMMAR,Grammar,grammar,EACH_EVERY_NNS,'each' or 'every' with plural nouns,,"<message>'Each', 'every', 'either' and 'neither' are used with singular. Did you mean <suggestion>all</suggestion>?</message>","<message>'Each', 'every', 'either' 和'neither' 都应该用作单数。你是说 <suggestion>all</suggestion> 吗?</message>"
group,0,GRAMMAR,Grammar,grammar,AGREEMENT_THEIR_HIS,Possible agreement error: Each of them likes their (his/her),,,
group,1,GRAMMAR,Grammar,grammar,AGREEMENT_THEIR_HIS,Possible agreement error: Each of them likes their (his/her),,"<message>'\2' is singular and thus takes a singular pronoun: <suggestion>his</suggestion>, <suggestion>her</suggestion>, <suggestion>his or her</suggestion>, <suggestion>its</suggestion></message>",
group,2,GRAMMAR,Grammar,grammar,AGREEMENT_THEIR_HIS,Possible agreement error: Each of them likes their (his/her),,"<message>'Each', 'every', 'either' and 'neither' are used with singular and thus take a singular pronoun: <suggestion>his</suggestion>, <suggestion>her</suggestion>, <suggestion>his or her</suggestion>, <suggestion>its</suggestion></message>",
group,0,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""4"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,1,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""6"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,2,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""5"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,3,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""6"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,4,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>are</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,5,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,6,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>Possible agreement error. You should probably use: <suggestion>are</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,7,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>Possible agreement error. You should probably use: <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,8,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""6"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,9,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""8"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,10,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""7"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,11,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""8"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,12,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>are</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,13,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,14,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>Possible agreement error. You should probably use: <suggestion>are</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,15,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>Possible agreement error. You should probably use: <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,16,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""4"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,17,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""6"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,18,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""5"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,19,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""6"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,20,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>are</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,21,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,22,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>Possible agreement error. You should probably use: <suggestion>are</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,23,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>Possible agreement error. You should probably use: <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,24,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""6"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,25,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""8"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,26,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""7"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,27,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""8"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,28,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>are</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,29,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,30,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>Possible agreement error. You should probably use: <suggestion>are</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,31,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>Possible agreement error. You should probably use: <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,32,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>Possible agreement error. You should probably use: <suggestion><match case_conversion=""startupper"" no=""2"" postag=""VBP"" /> \3</suggestion> or <suggestion>\2 <match no=""3"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,33,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>Possible agreement error. You should probably use: <suggestion><match no=""6"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,34,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>Possible agreement error. You should probably use: <suggestion><match no=""4"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,35,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""7"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,36,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""6"" postag=""VBP"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,37,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>You should probably use <suggestion><match no=""6"" postag=""VBZ"" /></suggestion>.</message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,38,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>Please check whether 'Both' should be followed by a plural form: <suggestion><match no=""3"" postag=""NN"" postag_regexp=""yes"" postag_replace=""NNS"" /></suggestion></message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,39,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,"<message>Please check whether 'Both of them' should be followed by a plural form: <suggestion><match no=""5"" postag=""VBZ"" postag_regexp=""yes"" postag_replace=""VBP"" /></suggestion></message>","<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,40,GRAMMAR,Grammar,grammar,AGREEMENT_SENT_START,Possible agreement error: plural noun + singular verb,,<message>You should probably use: <suggestion>are</suggestion> or <suggestion>were</suggestion>.</message>,"<message>你应该要使用 <suggestion><match no=""4"" postag=""VBP"" /></suggestion> .</message>"
group,0,GRAMMAR,Grammar,grammar,AGREEMENT_QUESTION,agreement error: auxiliary verb (do/have) and subject in questions,,<message>You should probably use <suggestion>\3es</suggestion>.</message>,<message>你应该要使用 <suggestion>\3es</suggestion> .</message>
group,1,GRAMMAR,Grammar,grammar,AGREEMENT_QUESTION,agreement error: auxiliary verb (do/have) and subject in questions,,"<message>You should probably use <suggestion><match no=""3"" regexp_match=""ve"" regexp_replace=""s"" /></suggestion>.</message>",<message>你应该要使用 <suggestion>\3es</suggestion> .</message>
group,2,GRAMMAR,Grammar,grammar,AGREEMENT_QUESTION,agreement error: auxiliary verb (do/have) and subject in questions,,"<message>You should probably use <suggestion><match no=""3"" regexp_match=""s"" regexp_replace=""ve"" /></suggestion>.</message>",<message>你应该要使用 <suggestion>\3es</suggestion> .</message>
group,3,GRAMMAR,Grammar,grammar,AGREEMENT_QUESTION,agreement error: auxiliary verb (do/have) and subject in questions,,"<message>You should probably use <suggestion><match no=""3"" regexp_match=""es"" regexp_replace="""" /></suggestion>.</message>",<message>你应该要使用 <suggestion>\3es</suggestion> .</message>
group,4,GRAMMAR,Grammar,grammar,AGREEMENT_QUESTION,agreement error: auxiliary verb (do/have) and subject in questions,,<message>You should probably use <suggestion>are</suggestion> or <suggestion>were</suggestion>.</message>,<message>你应该要使用 <suggestion>\3es</suggestion> .</message>
single,,GRAMMAR,Grammar,grammar,A_HUNDREDS,a hundreds (hundred),,"<message>Possible agreement error. Consider using: <suggestion><match no=""1"" /> <match no=""2"" regexp_match=""(.*)s"" regexp_replace=""$1"" /></suggestion></message>","<message>很可能有主谓不一致问题。考虑使用: <suggestion><match no=""1"" /> <match no=""2"" regexp_match=""(.*)s"" regexp_replace=""$1"" /></suggestion> </message>"
group,0,GRAMMAR,Grammar,grammar,A_PLURAL,Agreement: 'a' + plural word,,"<message>Don't use indefinite articles with plural words. Did you mean <suggestion><match no=""2"" /> <match no=""3"" postag=""NN(:UN?)?"" postag_regexp=""yes"" /></suggestion> or simply <suggestion><match no=""3"" /></suggestion>?</message>","<message>不定冠词后面不要使用复数形式。你是说 <suggestion><match no=""2"" /> <match no=""3"" postag=""NN(:UN?)?"" postag_regexp=""yes"" /></suggestion> or simply <suggestion><match no=""3"" /></suggestion> 吗?</message>"
group,1,GRAMMAR,Grammar,grammar,A_PLURAL,Agreement: 'a' + plural word,,"<message>Don't use indefinite articles with plural words. Did you mean <suggestion><match no=""4"" postag=""NN(:UN?)?"" postag_regexp=""yes"" /></suggestion>?</message>","<message>不定冠词后面不要使用复数形式。你是说 <suggestion><match no=""2"" /> <match no=""3"" postag=""NN(:UN?)?"" postag_regexp=""yes"" /></suggestion> or simply <suggestion><match no=""3"" /></suggestion> 吗?</message>"
